2022-06-27 17:37:09|start socket
2022-06-27 17:37:13|waiting for 10
2022-06-27 17:37:14|waiting for 26
2022-06-27 17:37:18|waiting for 28
2022-06-27 17:37:20|waiting for 1
2022-06-27 17:37:25|waiting for 23
2022-06-27 17:37:41|26 received
2022-06-27 17:37:41|waiting for 15
2022-06-27 17:37:41|10 received
2022-06-27 17:37:42|waiting for 13
2022-06-27 17:37:42|28 received
2022-06-27 17:37:42|waiting for 8
2022-06-27 17:37:46|23 received
2022-06-27 17:37:46|waiting for 11
2022-06-27 17:37:47|1 received
2022-06-27 17:37:47|waiting for 12
2022-06-27 17:37:57|15 received
2022-06-27 17:37:57|waiting for 9
2022-06-27 17:38:03|8 received
2022-06-27 17:38:03|waiting for 4
2022-06-27 17:38:03|13 received
2022-06-27 17:38:03|waiting for 25
2022-06-27 17:38:07|12 received
2022-06-27 17:38:07|waiting for 27
2022-06-27 17:38:08|11 received
2022-06-27 17:38:08|waiting for 5
2022-06-27 17:38:17|9 received
2022-06-27 17:38:17|waiting for 3
2022-06-27 17:38:19|25 received
2022-06-27 17:38:19|waiting for 0
2022-06-27 17:38:23|27 received
2022-06-27 17:38:23|waiting for 21
2022-06-27 17:38:24|4 received
2022-06-27 17:38:24|waiting for 17
2022-06-27 17:38:29|5 received
2022-06-27 17:38:29|waiting for 7
2022-06-27 17:38:38|3 received
2022-06-27 17:38:38|waiting for 14
2022-06-27 17:38:39|21 received
2022-06-27 17:38:39|waiting for 20
2022-06-27 17:38:41|0 received
2022-06-27 17:38:41|waiting for 22
2022-06-27 17:38:42|17 received
2022-06-27 17:38:42|waiting for 24
2022-06-27 17:38:50|7 received
2022-06-27 17:38:50|waiting for 2
2022-06-27 17:38:56|20 received
2022-06-27 17:38:56|waiting for 6
2022-06-27 17:38:57|22 received
2022-06-27 17:38:57|waiting for 19
2022-06-27 17:38:59|24 received
2022-06-27 17:38:59|waiting for 29
2022-06-27 17:39:00|14 received
2022-06-27 17:39:00|waiting for 16
2022-06-27 17:39:12|2 received
2022-06-27 17:39:12|waiting for 18
2022-06-27 17:39:14|19 received
2022-06-27 17:39:15|29 received
2022-06-27 17:39:17|16 received
2022-06-27 17:39:17|6 received
2022-06-27 17:39:27|18 received
2022-06-27 17:39:36|global epoch: 0, loss: 2.310112935078295, acc: 0.11760000139474869
2022-06-27 17:39:36|143.40088033676147 time consumed
